id,text,target,target_sentiment,companies_sentiment,consumers_sentiment
3298600,Ábalos ignora las peticiones de los camioneros,Ábalos,negative,negative,neutral
1902206,Zynga se desploma un 20% en Wall Street y arrastra a Facebook,Zynga,negative,negative,neutral
5045613,Google deja a Huawei sin Android ni Gmail. China podría aplicar represalias,Google,negative,negative,neutral
39515,La Superliga certifica su fracaso y aboca a sus clubes a reconducir su relación con la UEFA,Superliga,negative,neutral,neutral
1083324,EEUU rechaza los planes de bancarrota de cinco grandes bancos,EEUU,negative,negative,neutral
67249,Criteria sólo aumentará su 26% en Naturgy si la acción cae tras opa,Criteria,negative,negative,neutral
1027708,La Sepi suma cerca de 4.000 millones en ayudas sin resolver para más de 60 empresas,Sepi,negative,negative,neutral
3790264,"Bankinter, los márgenes no convencen",márgenes,negative,negative,neutral
3061496,Poder (y no dinero): la razón del veto del Santander a Andrea Orcel,Andrea OrcEL,negative,negative,neutral
4537481,Así disputarán Sony y Microsoft la guerra de consolas con sus máquinas de nueva generación: PlayStation 5 y Xbox Series X,Sony Y MICROSOFT,negative,negative,neutral
3798788,Bankia intenta ridiculizar a la Casa del Rey y a Telefónica,Bankia,negative,negative,neutral
6500753,"Ángel Ron dispara: Saracho quería vender el Popular, no gestionarlo",Saracho,negative,negative,neutral
20580,Prisa deja Comscore por las deficiencias de sus mediciones,Prisa,negative,negative,neutral
4696346,"Los agentes de viajes británicos se posicionan, con datos, contra el brexit",brexit,negative,negative,neutral
1026004,El CES advierte de que la nueva normativa puede abocar a las pymes a recurrir a garantías personales para financiarse,nueva normativa,negative,negative,neutral
4845319,"TSB, la piedra en el zapato de Sabadell para fusionarse con BBVA: claves de 5 años de una relación tortuosa",TSB,negative,negative,neutral
75654,Medidas cautelares que desvelan una patente inválida,Medidas cautELares,negative,negative,neutral
1892567,El pánico provoca que los inversores paguen por invertir su dinero,pánico,negative,negative,neutral
38184,Dell se escinde de VMware para reducir en más de 8.100 millones su deuda,DELL,positive,neutral,neutral
611158,Italia excluye por ahora una nueva prórroga del plan estratégico de Alitalia,Italia,negative,negative,neutral
3998362,La competitividad hace aguas en Latam en un momento difícil,competitividad,negative,negative,neutral
764998,El Covid pone en aprietos a Hacendado: el consumidor prefiere las marcas en los ‘súper’ de barrio,Covid,negative,negative,neutral
473359,Italia deja solo a Sánchez en su hachazo fiscal al automóvil,Sánchez,negative,negative,neutral
1013656,Arcelor intenta bloquear a Mittal con alianza con empresa rusa,ArcELor,positive,negative,neutral
6355197,Bancos y 'brokers' ven inasumible la 'tasa Tobin' en el nuevo escenario bursátil,tasa Tobin',positive,neutral,neutral
1719492,La EBA critica que desaparecieran muy pocos bancos durante la crisis,EBA,negative,negative,neutral
64742,El mercado da por sentada una reducción de las compras de deuda del BCE,mercado,neutral,neutral,neutral
6623704,Luis Gallego renunció de nuevo en 2021 a un bonus de un millón de euros por la crisis de IAG,Luis Gallego,positive,neutral,neutral
451684,Transporte y empresas del sector público muy afectados por la huelga general,Transporte,negative,negative,neutral
3148533,Ridículo de Moncloa en Indra: su candidato sólo es aceptado como 'florero' y 'conseguidor' de fondos europeos,Moncloa,negative,negative,neutral
471874,Cabify vuelve a Barcelona esquivando la ley y con recelos por taxis y policía,Cabify,positive,negative,neutral
5960399,Golpea guerra a EU con escasez de chips; Rusia y Ucrania son proveedores de materiales clave,EU,negative,negative,neutral
5589319,Pachuca trollea a Club de Cuervos por su campaña de publicidad exterior,Pachuca,negative,neutral,neutral
3259876,El teletrabajo costará a las empresas 790 millones al año,teLEtrabajo,negative,negative,neutral
993957,Parquesol sólo cuenta con verdadero interés en el rango bajo de la OPV,Parquesol,negative,neutral,neutral
1724766,"Fomento reduce un 65% la contratación de obra pública, que apunta a un nuevo mínimo anual",Fomento,negative,negative,neutral
556399,DIA y sus acreedores no logran cerrar las condiciones de su acuerdo en plazo,DIA,negative,negative,neutral
728145,La banca suma acciones propias y sale de su posición de confort en autocartera,banca,positive,neutral,neutral
1723656,Montoro anuncia un recurso de inconstitucionalidad a la tasa bancaria valenciana,Montoro,positive,neutral,neutral
672699,Prisa y Cofina pactan una bajada del precio de Media Capital del 20 %,Prisa,neutral,neutral,neutral
3917200,El sector inmobiliario vela armas ante una Ley de Vivienda que considera 'insuficiente e injusta',sector inmobiliario,negative,negative,neutral
1591496,Los empresarios valencianos piden que el Gobierno condone deuda regional,empresarios valencianos,positive,neutral,neutral
5502127,Comisión para la Competencia acepta investigar a Laica por presunta competencia desleal,Laica,negative,negative,neutral
1319601,Batalla entre los bancos de inversión por las emisiones de deuda,bancos DE INVERSIÓN,negative,negative,neutral
1703077,Los aeropuertos españoles pierden un 6% de pasajeros y un 10% de vuelos,aeropuertos españoles,negative,negative,neutral
7383,Noruega no inyectará más fondos y abandona a su suerte a Norwegian,Noruega,negative,negative,neutral
513859,Accionista luso en DIA acusa a Fridman de contribuir al deterioro del negocio,Fridman,negative,negative,neutral
500204,ADIF necesita más tráficos tras la liberalización para amortizar inversiones,ADIF,negative,negative,neutral
6316809,Turrialba mantiene en vilo al agro,Turrialba,negative,negative,neutral
1605498,El Gobierno retrasa la OPV de Aena,Gobierno,negative,negative,neutral
5827348,"Las CCAA acumulan una deuda de 834 millones a las empresas de tecnología sanitaria, un 16% más",CCAA,negative,negative,neutral
3128064,El sector lácteo continuará las protestas para que suban los precios en origen,sector lácteo,positive,negative,neutral
1705971,La CNE achaca a Repsol la mayor parte del 'efecto lunes' en el precio de los carburantes,Repsol,negative,negative,neutral
33675,Un año de pandemia: el deporte norteamericano pierde 12.000 millones,deporte norteamericano,negative,negative,neutral
567417,Caso Popular: Saracho achaca a la Ley de Murphy que Larena dimitiera el día de la reexpresión de cuentas,Saracho,negative,neutral,neutral
326530,Sancionan a Telefónica por presuntas conductas discriminatorias frente a sus competidores,TeLEfónica,negative,negative,neutral
3083714,Los fondos buitres salen a la caza del promotor moroso de CatalunyaCaixa,fondos buitres,positive,negative,neutral
3564447,#YoNoComproEnWalmart: tendencia explota contra la tienda y estas marcas ganan,Walmart,negative,negative,neutral
1006648,"La hostelería rechaza medidas más restrictivas ante el aumento de contagios, como planea Sanidad",hosteLEría,negative,negative,neutral
4557683,La pandemia y la tecnología fragmentan el ecosistema de movilidad,pandemia,negative,negative,neutral
1843359,"Juan Manuel Ubiergo: ""Sin diseño no hay innovación""",JUAN MANUEL UBIERGO,negative,negative,neutral
302724,Iberdrola celebra su junta con polémica sobre Siemens Gamesa como trasfondo,Iberdrola,negative,negative,neutral
3093855,Botín pierde en España un tercio del beneficio,Botín,negative,negative,neutral
3083688,CFE tiene 24 horas para suspender contrataciones para centrales de gas o caerá en desacato,CFE,negative,negative,neutral
4702306,López Piñol deja Urbaser tras 14 años como consejero delegado de la empresa,López Piñol,negative,neutral,neutral
3788723,CaixaBank y Mapfre pelean por 52 millones tras romper su alianza en bancaseguros,CaixaBank,negative,negative,neutral
5868063,"El sistema detectado se basaba en descuentos para fidelizar a grandes clientes empresariales que habría ""impedido la entrada al mercado"" de otros competidores",sistema detectado,negative,negative,neutral
748000,Los ‘mariachis’ huyen de Sánchez: las sicavs pierden 19.600 accionistas,sicavs,negative,negative,neutral
1818554,Petrobras desiste: sin acuerdo con ENI para comprar el 33 % de Galp,Petrobras,negative,negative,neutral
647654,"Murcia y Cantabria, las regiones que más tarde pagan a proveedores, según ATA",Murcia,negative,negative,neutral
3445204,Agencia de publicidad pide denunciar a influencers: No trabajará con los involucrados,influencers,negative,negative,neutral
1028541,"El sector privado asumirá la mayor parte del coste del Instituto Europeo de Tecnología, según la CE",sector privado,positive,neutral,neutral
4316745,Los emergentes que no puedan contener el virus y tengan fundamentos más frágiles verán sus monedas más expuestas a nuevas caídas,emergentes,negative,negative,neutral
1864033,La Generalitat Valenciana sale de Terra Mítica,Generalitat Valenciana,positive,neutral,neutral
519753,"Renault, Peugeot y Citroën, imputadas junto a Volkswagen en Francia por el «dieselgate»","Renault, PEUGEOT Y CITROËN",negative,negative,neutral
5341465,El día llegó: Este lunes Jeff Bezos deja de ser el CEO de Amazon de manera oficial ,Jeff Bezos,negative,neutral,neutral
1115188,"Las exportaciones brasileñas de café caen un 8,9% hasta noviembre",exportaciones brasileñas DE CAFÉ,negative,negative,neutral
2960112,Los Molins discuten ante el juez por la sede de la cementera en Madrid,Molins,negative,neutral,neutral
731542,El Gobierno extiende a empresas de la UE la prohibición de adquirir más del 10% de cotizadas españolas,Gobierno,negative,negative,neutral
3398537,Puigdemont multa a ATLL con 4 millones de euros por infracciones “graves”,Puigdemont,negative,negative,neutral
5671721,Los patrocinadores japoneses viven un dilema ante los impopulares “Juegos de la pandemia”,patrocinadores japoneses,negative,negative,neutral
3178724,"Consultora británica ve impacto positivo en refinería, aeropuerto y Tren Maya",Consultora británica,positive,positive,neutral
688260,Francia afirma que no hay ningún proyecto de acuerdo comercial con EE.UU.,Francia,negative,negative,neutral
1880467,Salgado declarará por escrito sobre la concesión de un crédito a Dorribo,Salgado,negative,negative,neutral
61511,"Aryzta, la gran apuesta fallida de Paramés, vende su negocio en Brasil a Bimbo",Aryzta,negative,negative,neutral
12492,La economía y las empresas reclaman algo más que escudos de gasto,economía,negative,negative,neutral
627292,Cataluña registra uno de cada cuatro concursos de acreedores que se presentan en España,Cataluña,negative,negative,neutral
361323,Uber y Cabify se colapsan en el día de barra libre de viajes,Uber,negative,negative,neutral
1869506,Linklaters podría dar salida a 70 socios,Linklaters,negative,negative,neutral
1823399,Derbi cierra y deja al sector agonizando,Derbi,negative,negative,neutral
98559,Economía cree que el TTIP se aleja un poco más tras el Brexit,TTIP,negative,negative,neutral
966823,Nike continúa reduciendo su red de distribuidores: corta con Urban Outfitters,Nike,negative,negative,neutral
694170,"Ferrari y una asociación italiana luchan legalmente por la marca ""Purosangue""",Ferrari,negative,negative,neutral
5028387,"Netflix quiere sus Emmy, pero HBO no le deja",Netflix,negative,negative,neutral
1812178,Telefónica da la batalla a Internet,TeLEfónica,positive,positive,neutral
1662776,Economía vuelve a cargar a las empresas de telecomunicaciones la tasa de RTVE,Economía,negative,negative,neutral
815276,Credit Suisse ve dificultades para una fusión Sabadell-BBVA,Credit Suisse,negative,negative,neutral
810521,"LVMH cancela la compra de Tiffany, que responde con una demanda en Estados Unidos",LVMH,negative,negative,neutral
3174763,La plantilla se rebela contra García Carrión y su cava Jaume Serra,plantilla,negative,negative,neutral
1907409,"El presidente y consejero delegado de Intel, Paul Otellini, dejará la compañía en mayo",Paul OtELlini,negative,neutral,neutral
566674,"Gómez-Pintado deja la presidencia de Vía Célere, que ocupará Francisco Milone",Gómez-Pintado,negative,neutral,neutral
982724,"El Gobierno venezolano niega que ENI y Total ""abandonaran"" el país tras rechazar asociarse con PDVSA",Gobierno venezolano,neutral,neutral,neutral
5277773,Sabadell sale del consejo del grupo de restauración Larrumba tras perder peso en el accionariado,SabadELl,negative,negative,neutral
4768870,"""Audax no ha avalado a Joan Laporta ni al Fútbol Club Barcelona""",Audax,negative,neutral,neutral
128529,El heredero de Samsung declara que la presidenta Park presionó a su empresa,presidenta Park,negative,negative,neutral
36277,Alfonso Botín deja los poderes ejecutivos en Línea Directa,Alfonso Botín,negative,negative,neutral
1187457,Olivas dice que ya había dimitido cuando se aprobaron las cuentas para la OPV de Bankia,Olivas,neutral,neutral,neutral
1787809,El mercado castiga a PT tras el veto a la compra,PT,negative,negative,neutral
762901,"Millennium se juega a la baja el 0,74% de Sabadell, el peor banco de Europa en Bolsa",Millennium,negative,negative,neutral
1294874,La GSMA cancela el Mobile ante la presión empresarial por el coronavirus,GSMA,negative,negative,neutral
5476829,Low cost en la encrucijada: decreto de tarifas mínimas es una 'mamushka' de cambio de reglas,Low cost,negative,negative,neutral
1870987,El Gobierno hace malabares para cuadrar el saneamiento bancario,Gobierno,positive,positive,neutral
4469612,Citi recorta con fuerza las estimaciones de beneficio ajustado de Sabadell para 2021,SABADELL,negative,negative,neutral
1050543,El coronavirus deja a Airbus sin grandes pedidos en dos años y a su planta de Puerto Real en peligro,AIRBUS,negative,negative,neutral
101715,Europa reconoce que no todos los bancos reciben el mismo trato,Europa,negative,negative,neutral
1137983,El riesgo político acecha cada vez más a Silicon Valley,SILICON VALLEY,negative,negative,neutral
3165471,Orange liquidará su filial de apoyo a empresas dos años después de crearla,Orange,negative,negative,neutral
304986,Ordóñez testifica hoy en el juicio por el caso 'Bankia',Ordóñez,negative,negative,neutral
4330042,Relevo en la cúpula de Inditex: Antonio Abril deja el cargo de secretario general,Antonio Abril,negative,neutral,neutral
5712581,La OMC vive una encrucijada sin precedentes,OMC,negative,negative,neutral
49963,"Los abogados corporativos, bajo presión por la politización de las actividades empresariales",abogados corporativos,negative,negative,neutral
390493,Endesa reducirá al 80% el beneficio destinado a dividendo en 2021,Endesa,negative,negative,neutral
4721621,"4 obstáculos que pueden penalizar a BBVA en los mercados, pese a sus crecientes perspectivas",BBVA,negative,negative,neutral
1906966,La reforma energética le costará a Acciona hasta 100 millones al año,ACCIONA,negative,negative,neutral
5038106,Nintendo dice que el coronavirus afectará a la consola Switch “inevitablemente”,SWITCH,negative,negative,neutral
5309067,Lava Jato: fiscales de Brasil demandan a la naviera Maersk por corrupción con Petrobras,naviera Maersk,negative,negative,neutral
47750,La banca calienta la batalla por las hipotecas: así está la oferta,banca,negative,negative,neutral
263589,Las empresas nacionalizadas no podrán pagar dividendos,empresas nacionalizadas,negative,negative,neutral
1804100,Telefónica echa el freno inversor,TeLEfónica,negative,negative,neutral
608331,Mediaset rechaza que el fideicomiso de Vivendi pueda votar la fusión,Mediaset,negative,negative,neutral
4986600,Perú retiene el interés inversor de las empresas españolas,Perú,positive,positive,neutral
624236,"WhatsApp, mentiras y sexo: empresas españolas pagan miles de euros por 'rescatar' a sus directivos",empresas españolas,negative,negative,neutral
5873177,El BCE reclama a la banca europea información sobre su exposición a Rusia,banca europea,negative,negative,neutral
1715015,Slim retira la opa sobre KPN,Slim,positive,positive,neutral
750366,"El coronavirus amenaza con una caída ""asombrosa"" en la demanda de energía a nivel global",coronavirus,negative,negative,neutral
1122961,"Los extremeños, entre los españoles que menos contratan televisión de pago",extremeños,negative,negative,neutral
1275982,"Endesa, Iberdrola y Naturgy pagarán 4.000 millones por el apagón nuclear","Endesa, IBERDROLA Y NATURGY",negative,negative,neutral
1710865,El banco malo no asumirá las 400 promotoras de la banca pública,banco malo,negative,negative,neutral
1008532,Las materias primas pierden fuelle,materias primas,negative,negative,neutral
67524,BT presiona para que Cellnex no compre las 6.000 torres de Hutchison en Reino Unido,BT,negative,negative,neutral
1588535,"BNP prevé caídas del 20% al 40% en Bankia, Bankinter y CaixaBank","BANKIA, BANKINTER Y CAIXABANK",negative,negative,neutral
568965,Ferroglobe acelera la venta de activos y recorta producción,Ferroglobe,negative,negative,neutral
675012,Jefferies rebaja la valoración de Santander antes de los resultados,Jefferies,negative,negative,neutral
1824754,Caja España-Duero plantó a Mare Nostrum en una reunión clave para su fusión,Caja España-Duero,negative,negative,neutral
101853,EEUU bloquea las fusiones Cigna-Anthem y Humana-Aetna,EEUU,negative,negative,neutral
85568,Bruselas recurre la sentencia que legalizó las ayudas al sector naval,BrusELas,negative,negative,neutral
1493777,El juez tumba el plan para salvar las autopistas en quiebra,juez,positive,negative,neutral
795616,Un tribunal mantiene la suspensión de la fusión de Mediaset Italia y España,Un tribunal,positive,negative,neutral
73902,"Real Madrid, FC Barcelona y Juventus acusan a la UEFA y la FIFA de monopolio",UEFA Y LA FIFA,negative,negative,neutral
1713287,Citi avisa: las refinanciaciones pueden hundir el resultado de bancos como Popular,POPULAR,negative,negative,neutral
1102847,Bruselas vigila el plan del Gobierno para fusionar Bankia y BMN,BrusELas,negative,negative,neutral
1902830,Las automovilísticas europeas reclaman a Bruselas que no firme el TLC con Japón,BrusELas,negative,negative,neutral
41332,Warren Buffett carga contra las Spac porque hacen que Berkshire Hathaway sea menos competitivo,Warren Buffett,negative,negative,neutral
153057,Repsol y Sinopec pierden 1.340 millones en Reino Unido,Repsol Y SINOPEC,negative,negative,neutral
102694,Los factores adversos para los bancos nacionales,BANCOS NACIONALES,negative,negative,neutral
1877983,Las eléctricas denunciarán el conflicto de interés del Gobierno con Red Eléctrica y Enagás,ELéctricas,negative,negative,neutral
1572910,El director financiero de Apple se retira,director financiero,positive,neutral,neutral
1718034,Fagor aplaza a la próxima semana la solicitud de concurso y comunica que Edesa no es viable,Fagor,positive,neutral,neutral
716565,SMOPYC se traslada a septiembre por el coronavirus,SMOPYC,negative,negative,neutral
1319863,Telefónica y BBVA salen del EuroStoxx 50,TeLEfónica Y BBVA,negative,negative,neutral
24260,"Banco Popular, presa y verdugo de los ataques bajistas en España",Banco Popular,negative,negative,neutral
771040,Cuánto caerán los alquileres turísticos,alquileres turísticos,negative,negative,neutral
1081768,Orange y Bouygues rompen las negociaciones para su fusión,Orange Y BOUYGUES,negative,negative,neutral
1585451,"La telefonía móvil perdió 66.744 líneas en febrero, con Movistar a la cabeza",teLEfonía móvil,negative,negative,neutral
1905197,"Santander, BBVA y Caixa aportarán 1.500 millones al banco malo","Santander, BBVA Y CAIXA",negative,negative,neutral
45214,"Muere Alejandro Fernández, impulsor de la DO Ribera del Duero y fundador del Grupo Pesquera",Alejandro Fernández,negative,neutral,neutral
1222917,"Spotify y Snapchat, afectadas por unos fallos de Google Cloud",Spotify Y SNAPCHAT,negative,negative,neutral
64975,"Naturgy-IFM, seis claves de una opa al filo de lo imposible",Naturgy-IFM,negative,negative,neutral
1004309,Australia llevará a China ante la OMC por los aranceles sobre el vino,China,negative,negative,neutral
1265220,"Deutsche dice a sus accionistas que planea ""drásticos recortes""",Deutsche,negative,negative,neutral
980239,La UE afronta decisiones muy difíciles sobre los fondos de rescate para las empresas por el coronavirus,UE,negative,negative,neutral
49648,El 'ransomware' llega a la ternera americana,ransomware',negative,negative,neutral
99183,CaixaBank reduce al 10% su participación accionarial en Repsol,CaixaBank,negative,negative,neutral
1793481,Oracle demanda a Google por Android,Oracle,negative,negative,neutral
735326,"El coronavirus lastra las ventas de BMW, que caen un 20% en el primer trimestre, hasta 477.111 vehículos",BMW,negative,negative,neutral
299413,"Fidelity reduce su participación en Telepizza hasta el 1,89%",FidELity,negative,negative,neutral
1678876,Bankia pierde más de un 6% en su primera sesión fuera del Ibex,Bankia,negative,negative,neutral
1569128,CaixaBank y BBVA luchan por 3.616 millones que vencen en garantizados,CaixaBank Y BBVA,negative,negative,neutral
31939,Abengoa desata una batalla entre los grandes bufetes,Abengoa,negative,negative,neutral
91707,"El sector del carbón lamenta que el Gobierno central haga ""oídos sordos"" a su situación",SECTOR DEL CARBÓN,negative,negative,neutral
3983697,El ministro Garzón solivianta a la industria cárnica,ministro Garzón,negative,negative,neutral
82942,Fitch rebaja la calificación de Wanda de BBB+ a BBB,WANDA,negative,negative,neutral
548881,Santander admite que compró Popular fuera de plazo,Santander,negative,negative,neutral
1835205,‘Telecos’ versus empresas de Internet,‘TeLEcos’,negative,negative,neutral
114233,La prensa alemana habla de un plan de rescate público para Deutsche Bank y Berlin lo niega,DEUTSCHE BANK,negative,negative,neutral
1611846,Hacienda no quiere ser accionista de Cleop,Hacienda,negative,negative,neutral
93650,Los fondos revolucionan Dia en pleno punto de inflexión,fondos,negative,negative,neutral
104174,La Generalitat reitera que llevará a Adif ante los tribunales en octubre,Generalitat,negative,negative,neutral
306511,Inverco advierte al Gobierno de que peligran 340 millones en impuestos de sicav,Inverco,negative,negative,neutral
12793,Paramés y Elliott luchan por los panes de McDonald's,Paramés Y ELLIOTT,negative,negative,neutral
1848864,Los hedge fund se encaminan hacia su peor mes desde la quiebra de Lehman Brothers,hedge fund,negative,negative,neutral
499212,"Credit Suisse rebaja el precio objetivo de Indra, en mínimos de 2012",INDRA,negative,negative,neutral
1102919,Nissan retrasa sus inversiones en Reino Unido por el Brexit,Nissan,negative,negative,neutral
1882956,Los nuevos gestores de YPF acusan a Repsol de incumplir el contrato de provisión de gas,Repsol,negative,negative,neutral
79744,"Marshall Wace empieza el año al ataque en Acciona, Dia, Indra y Sacyr",Marshall Wace,positive,negative,neutral
1871319,La CNMV suspende dos ETF de BBVA por su disolución,CNMV,negative,negative,neutral
5530662,El Covid deja a Buffett fuera del seguro de los médicos cántabros,BUFFETT,negative,negative,neutral
629302,Guindos se reunió con BBVA en plena sucesión de Francisco González por el 'caso Villarejo',BBVA,negative,negative,neutral
829192,"El Kremlin denuncia ""competencia desleal"" contra la vacuna rusa Sputnik V",Kremlin,negative,negative,neutral
1719147,ACS continuará desinvirtiendo en Iberdrola en función del precio,ACS,negative,negative,neutral
1839568,Alemania no logra involucrar a los acreedores privados en el rescate griego,Alemania,negative,negative,neutral
1266411,Atresmedia pierde el 'efecto dividendo' tras el revolcón de Goldman Sachs,Atresmedia,negative,negative,neutral
1859552,Brasil se niega a invertir directamente en el FEEF,Brasil,negative,negative,neutral
1583714,"Prado (Endesa) cree que el Gobierno no ha acertado con la reforma energética, pero tiende la mano al diálogo",Gobierno,negative,negative,neutral
1717013,"JPMorgan y Citigroup, investigados por sus operaciones en el mercado de divisas",JPMorgan Y CITIGROUP,negative,negative,neutral
1857978,Santander recupera solo un 10% de los 2.330 millones que invirtió en Madoff,Santander,negative,negative,neutral
1865693,"Fitch pone en vigilancia negativa a BBVA, Santander y otros ocho bancos",Fitch,negative,negative,neutral
1709732,Vodafone denuncia el alto grado de coordinación entre Telefónica y Yoigo en España,Vodafone,negative,negative,neutral
1567436,"Miguel Blesa afirma que ""nunca"" autorizó a Bankia a ""administrar su correspondencia""",MiguEL Blesa,negative,negative,neutral
751884,Buffett acelera las caídas de las aerolíneas en Bolsa,Buffett,negative,negative,neutral
811893,IAG eleva al Parlamento británico su lucha contra las cuarentenas del Gobierno de Boris Johnson,IAG,negative,negative,neutral
1823749,CatalunyaCaixa y Unnim necesitan un capital adicional de 2.286 millones,CatalunyaCaixa,negative,negative,neutral
1683026,John Galliano demanda a Dior,John Galliano,negative,negative,neutral
1858674,Moody's vuelve a rebajar el rating de Banco de Valencia,Moody's,negative,negative,neutral
1300534,Aena aplaza su junta 'sine die' y revisará si suspende su dividendo de 1.153 millones,Aena,negative,negative,neutral
69233,König reconoce que la JUR tenía indicios de los problemas de Popular pero niega que sus palabras afectaran al banco,JUR,negative,negative,neutral
114841,Elvira Rodríguez confirma que no seguirá al frente de la CNMV,Elvira Rodríguez,neutral,neutral,neutral
1682296,Santander calcula hasta 1.000 millones de pérdidas por la venta de créditos al ladrillo en 2013,Santander,negative,negative,neutral
1839685,"Acciona, FCC y Sacyr ven peligrar sus ofertas por las torres de Aena","Acciona, FCC Y SACYR",negative,negative,neutral
1106632,2016: el ejercicio más difícil para Apple,APPLE,negative,negative,neutral
1859357,"Lloyds, en cuarentena por la enfermedad de Horta-Osório",Lloyds,negative,negative,neutral
1792868,Barreda no defiende a los gestores de Caja Castilla- La Mancha,Barreda,negative,neutral,neutral
808554,"Las pernoctaciones extrahoteleras caen un 49,9% en julio abriendo dos tercios de establecimientos",pernoctaciones extrahoteLEras,negative,negative,neutral
1796513,"Tallada demanda a TSS Luxembourg, accionista de Ezentis, por incumplimiento de contrato",Tallada,negative,negative,neutral
1148729,"Ibex, Vodafone y Orange no pujarán por el fútbol europeo y otras noticias","Ibex, VODAFONE Y ORANGE",negative,negative,neutral
1909271,ALA critica la opacidad de algunos candidatos al Colegio de Abogados,ALA,negative,negative,neutral
134694,Cómo una mala gestión puede arruinar hasta a las grandes fortunas,una maLA gestión,negative,negative,neutral
814107,De Guindos testifica hoy por videoconferencia ante el juez del caso Popular,De Guindos,negative,negative,neutral
164740,"El juez rechaza la oferta de Rogasa por Assignia, que quedará troceada",juez,negative,negative,neutral
3127,Albella dice que la regulación favorece en exceso las opas de exclusión,regulación,negative,negative,neutral
1611001,Boluda opina que Cierval no es necesaria,Cierval,negative,negative,neutral
1491793,Ruz imputa a Bartomeu por el fichaje de Neymar,Ruz,positive,neutral,neutral
804921,Los empresarios valencianos piden compensaciones por las restricciones a la actividad,empresarios valencianos,negative,negative,neutral
151526,El pasado persigue a Société Générale,SOCIÉTÉ GÉNÉRALE,negative,negative,neutral
1689897,"España, el país más anticapitalista de Europa",España,positive,neutral,neutral
1797083,Bancomer renuncia a comprar la mexicana Su Casita,Bancomer,negative,negative,neutral
784464,Teletrabajo: los empresarios rechazan los planes del Gobierno,empresarios,negative,negative,neutral
1695385,Bankia: 600 accionistas presentan un recurso contra el Frob por reducir el nominal de las acciones,600 accionistas,negative,negative,neutral
1132529,Brasil prohíbe a una filial de Indra contratar con la Administración Pública,Brasil,negative,negative,neutral
1817534,"FCC, Iberdrola y Cepsa también abandonan El Cairo",FCC,negative,negative,neutral
94681,Montoro rechaza que Navisa compre Aqua y Bankia aduce conflicto de intereses,Montoro,negative,negative,neutral
94151,"Dimite Li Hejun, presidente del gigante energético Hanergy",Li Hejun,negative,negative,neutral
1876,HSBC ve excesivo el rally de Siemens Gamesa,HSBC,negative,negative,neutral
1831897,Google ataca ahora a Amazon por la fiabilidad de sus centros de datos,Google,negative,negative,neutral
1176003,Santander se replantea todos los acuerdos y los negocios no estratégicos heredados de Popular,Santander,negative,negative,neutral
1869134,Iberia alerta de que solo sobrevivirán las aerolíneas que gestionen sus vuelos cortos como las 'low cost',Iberia,negative,negative,neutral
1584511,Generali se plantea dejar su participación en Telecom Italia,Generali,negative,negative,neutral
1606061,BBVA declara la guerra a las agencias por el ráting de las titulizaciones,BBVA,negative,negative,neutral
1691100,HSBC ha pedido la quiebra de la filial chilena de Pescanova,HSBC,negative,negative,neutral
1096308,El 'diéselgate' le cuesta a Volkswagen una caída en el beneficio neto del 37%,diéselgate,negative,negative,neutral
541821,Ron recurrirá la sentencia que le obliga a devolver su prejubilación en Popular,Ron,positive,neutral,neutral
40880,Mary O'Connor deja KPMG después de no ser confirmada como CEO permanente de la firma,Mary O'Connor,negative,negative,neutral
1592295,El espionaje industrial le cuesta a las empresas alemanas 11.800 millones,espionaje industrial,negative,negative,neutral
134243,"La patronal extremeña acusa de ""falta de compromiso"" al Gobierno",patronal extremeña,negative,negative,neutral
1803805,Las provisiones impiden a Banco Pastor cumplir las expectativas del mercado,provisiones,negative,negative,neutral
45273,BBVA y Santander se disputan el negocio de grandes fortunas en México,BBVA,negative,negative,neutral
1804541,Blanch deja Caixa Girona tras la fusión con La Caixa,Blanch,negative,neutral,neutral
1457809,Bankia ha recibido 2.424 demandas por su salida a Bolsa,Bankia,negative,negative,neutral
1592382,Rivero pide a Repsol que finalice su actividad en Canarias,Rivero,negative,negative,neutral
1602496,Por qué las constructoras no cotizan el alza del gasto público,constructoras,negative,negative,neutral
65234,Donuts Vs. Diésel: alimentación y energía luchan por el aceite,Donuts,neutral,neutral,neutral
1259566,El Brexit continúa castigando en Bolsa a las aerolíneas,Brexit,negative,negative,neutral
1888617,Dimon pide perdón por las pérdidas de JPMorgan y no descarta represalias para los responsables,Dimon,negative,negative,neutral
1831342,"Juan Verde: ""Las pymes españolas tienen sólo año y medio para invertir en EEUU""",pymes españolas,negative,negative,neutral
1860671,La banca ha perdido 403 juicios por la venta de 'swaps' hipotecarios,banca,negative,negative,neutral
342075,"Iberdrola y Endesa recrudecen su batalla nuclear, esta vez con Vandellós",Iberdrola,negative,negative,neutral
1900604,"Oliver Wyman revelará un déficit de capital 52.000 millones en la banca, según Bank of America",Oliver Wyman,negative,negative,neutral
1883173,"Bankia, Sabadell, BBVA y Banco Popular se plantean rescindir el contrato con S&P","Bankia, Sabadell, BBVA y Banco Popular",negative,negative,neutral
985495,Mediaset España ratificará en la junta desistir de la fusión con su matriz,Mediaset España,negative,negative,neutral
1568480,Liberty Global compite con Vodafone para comprar Ono por 7.000 millones,Liberty Global,positive,positive,neutral
