text,target_sentiment
Neomarkka ha desempeñado un papel destacado en un grupo que pretende reiniciar la producción de fibra de celulosa especial en Valkeakoski.,Neutral
Informe resumido de activos de operaciones de refinación de Neste Oil Corporation Resumen El informe resumido de activos de operaciones de refinación de Neste Oil Corporation es una fuente esencial de datos e información de la empresa.,Neutral
"Neste Oil amplió las ganancias de ayer y ganó un 0,49% a 22,72 euros, mientras que la empresa de servicios públicos Fortum cayó un 1,14% a 20,76 euros.",Neutral
"Por supuesto, tendrás acceso directo a la tienda Ovi de Nokia, por lo que te divertirás mucho descargando tus medios favoritos.",Neutral
"Nordea Bank (STO: NDA) y Sampo Bank han ayudado a la compañía finlandesa de inversión inmobiliaria Sponda (HEL: SDA1V) a colocar un bono doméstico de 100 millones de euros (125,4 millones de dólares), dijo la compañía el viernes.",Positive
"Oka está especializada en obra nueva, reformas de edificios residenciales y no residenciales así como locales para uso industrial y logístico.",Neutral
El Consejo de Administración de Okmetic también ha decidido aprobar un nuevo programa de propiedad de acciones dirigido a la alta dirección de la empresa.,Neutral
"De estas acciones, 14.747.084 están en poder de la Compañía y el número de acciones en circulación y derechos de voto asociados a las acciones asciende a 161.256.847.",Neutral
Un factor atractivo de las tabletas para las empresas de medios es que proporcionan una nueva forma de ganar dinero.,Positive
Las obleas de silicio de Okmetic son parte de una cadena de procesamiento posterior que produce productos finales que mejoran la interacción humana y la calidad de vida.,Neutral
"O'Leary's Material Handling Services, ubicada en Perth, es la empresa líder en Australia Occidental que suministra, instala y brinda servicio para plataformas elevadoras.",Positive
Uno de los productos futuros más prometedores de Uponor es un sistema de refrigeración hidrónico.,Positive
Otros derechos de los accionistas entraron en vigor hoy.,Neutral
Nuestro informe sobre alimentos enlatados y en conserva en Finlandia ofrece una guía completa sobre el tamaño y la forma del mercado a nivel nacional.,Neutral
"Oriola-KD, con sede en Espoo, Finlandia, es un distribuidor líder de productos farmacéuticos y sanitarios con 1.300 empleados en los países nórdicos y bálticos.",Neutral
"""Nuestras soluciones son independientes de la industria y respaldan las necesidades multilingües y de moneda, son modulares y aplicables a empresas de todos los tamaños"", dijo el director ejecutivo Ilkka Sihvo.",Neutral
"Nuestras fuertes marcas empresariales - ESL Shipping, Leipurin, Telko y Kaukomarkkinat - aspiran a ser líderes del mercado en sus sectores.",Positive
"Outotec, con sede en Espoo, Finlandia, es un proveedor líder de soluciones de procesos, tecnologías y servicios para las industrias minera y metalúrgica.",Neutral
El rendimiento se basa en valores y sostenibilidad.,Neutral
"En general, el 50 por ciento de los encuestados confiaban en su seguridad al realizar operaciones bancarias en línea.",Positive
Pertti Ervi es independiente de la Compañía y de sus principales accionistas.,Neutral
"Panostaja, con sede en Tampere, Finlandia, es una empresa de inversión centrada en pequeñas y medianas empresas finlandesas que operan en las industrias tradicionales.",Neutral
Poyry es reconocido como uno de los principales asesores de la industria forestal mundial.,Positive
"Poyry Energy GmbH es la empresa de ingeniería y consultoría líder de Austria en el sector de la energía, infraestructura y medio ambiente, propiedad de Poyry Plc. y la austriaca Verbund AG.",Neutral
"Por favor, informe a IR Johanna Koskinen de su participación a más tardar el 20 de abril a las 10 a.m. Una conferencia telefónica para analistas financieros e inversores, realizada en inglés, comenzará a las 3:00 p.m. hora de Finlandia (EET).",Neutral
Precedex está aprobado para la sedación intravenosa de pacientes inicialmente intubados y ventilados mecánicamente en cuidados intensivos.,Positive
Anteriormente se esperaba que la planta estuviera terminada a finales de 2008.,Neutral
Nota de prensa 3 de septiembre de 2009 Ruukki sigue figurando en dos índices de sostenibilidad Dow Jones: DJSI World y DJSI STOXX.,Neutral
"La producción en la planta se basará en la tecnología propia de Neste Oil, que puede utilizar un insumo flexible de cualquier aceite vegetal o grasa animal.",Neutral
La familia de productos QPR es totalmente compatible con el sistema operativo Windows 7 de Microsoft.,Neutral
Ramirent es una empresa líder en alquiler de maquinaria y equipos para la construcción y la industria.,Positive
Prothious Engineering (www.prothious.com) emplea a más de 1.000 personas y tiene una amplia cartera de proyectos y una capacidad de detalle anual de más de 100.000 toneladas.,Neutral
"Ramirent es la empresa líder en alquiler de maquinaria de construcción en Finlandia, con unas ventas anuales de 134 millones de euros en 2009 y que opera en todo el país a través de 83 puntos de venta y 612 empleados.",Positive
Rapala pretende trasladar la unidad de distribución Ragot desde Loudeac en Bretaña y la unidad de distribución Waterqueen y el proveedor de líneas de pesca Tortue desde Saint Marcel en el centro de Francia a Morvillars.,Neutral
"TORNEO DE PESCA RAPALA: Con todos los títulos principales ya disponibles para las vacaciones, los juegos con precios económicos como Rapala apuntan a un público más pequeño.",Neutral
"RFID (Identificación por Radiofrecuencia) es un método de transporte llamado inteligente, mediante el cual se puede leer y guardar información de forma remota.",Neutral
"RK Group, con sede en Vantaa, Finlandia, es uno de los servicios de alquiler de maquinaria líderes en Europa.",Neutral
"Noticias Regulatorias: El Comité de Nombramientos de Cybercom (STO:CYBE), que es unánime en su propuesta, propone la elección de Jon Risfelt como nuevo Presidente del Consejo de Administración.",Neutral
"S&P ha mantenido su recomendación de ""vender"", mientras que Nordea y UBS han reafirmado sus recomendaciones de ""comprar"".",Neutral
"Sanoma también cuenta con un Comité Ejecutivo, de acuerdo con los Estatutos de la Compañía, que prepara propuestas sobre asuntos que debe decidir o tomar en cuenta el Consejo de Administración.",Neutral
"El principal grupo de transporte de contenedores de Rusia, Fesco, y la empresa de logística finlandesa Nurminen Logistics han iniciado un proyecto piloto que ofrece a los clientes un servicio de transporte intermodal directo desde Finlandia a los países de Asia Pacífico, dijo Fesco en un comunicado.",Positive
"Sarantel, con sede en Wellingborough, Reino Unido, diseña antenas de alto rendimiento para dispositivos inalámbricos portátiles.",Neutral
Los accionistas de Rakvere Lihakombinaat decidieron a mediados de julio comprar acciones minoritarias.,Positive
"Sucederá a Krister Kylas, quien ha decidido abandonar TeliaSonera.",Neutral
Las acciones se adquirirán de conformidad con la sección 5 de las reglas de NASDAQ OMX Helsinki y otras reglas aplicables a la adquisición de acciones propias.,Neutral
Sudamérica y Asia son otros mercados prometedores.,Neutral
Shuweihat 2 comenzó a funcionar en julio de 2008 cuando el proyecto fue adjudicado a contratistas de desalinización y energía.,Neutral
Sponda planea renovar inmuebles antiguos y desarrollar propiedades nuevas.,Neutral
"Simmons elegido presidente del DCUC PORTSMOUTH, N.H.-Gordon A. Simmons, director ejecutivo de Service Credit Union, ha sido elegido presidente del Consejo de Cooperativas de Crédito de Defensa para el período 2007-2008.",Neutral
Comunicado de Bolsa 10/3/2011 12:00 Sanoma ha publicado su Informe Anual y Estados Financieros para 2010 y su primer Informe de Responsabilidad Corporativa.,Neutral
"Nordea Bank (STO: NDA), con sede en Estocolmo, anunció ayer que contrató a Casper von Koskull para dirigir su unidad de banca comercial corporativa y mercados de capitales, a partir del 1 de septiembre.",Neutral
La información empresarial estratégica y operativa se reporta de manera objetiva.,Neutral
Stonesoft es un proveedor global de soluciones probadas y de última generación que simplifican la gestión de la seguridad de la red.,Neutral
Symphony Services proporciona servicios de desarrollo para Aldata GOLD.,Neutral
Technopolis es el operador líder de tecnoparques de Europa.,Positive
"Las empresas que cotizan en Suecia, Finlandia y Dinamarca están organizadas en tres segmentos de capitalización de mercado: Nordic Large Cap, Mid Cap y Small Cap.",Neutral
Los centros tecnológicos de Technopolis ofrecen a sus clientes instalaciones modernas y de alto nivel.,Neutral
Las medidas de ajuste se llevarán a cabo por fases para asegurar la capacidad de entrega.,Neutral
"Tekla proporciona software 3D para ingeniería de construcción e infraestructura, con un enfoque en el modelado de información de construcción de estructuras de acero y hormigón desde el diseño hasta la construcción.",Neutral
El acuerdo tiene una duración de cuatro años.,Neutral
La disponibilidad de los servicios de Internet se destaca en la oferta de servicios de las tiendas K-Group de Kesko.,Neutral
"La solución de TV híbrida de Teleste incluye componentes para todo el proceso de entrega de servicios de video a los consumidores, desde la adquisición de contenido y la creación del servicio hasta la entrega a través de una gama de soluciones de acceso, incluyendo HFC (fibra híbrida-coaxial), xDSL, EttH y FttH.",Neutral
"La alianza tiene como objetivo aprovechar los ordenadores portátiles de bolsillo, netbooks, tabletas, teléfonos multimedia, televisores conectados y sistemas de información y entretenimiento en vehículos.",Neutral
"El complejo de edificios consta de oficinas y locales comerciales de alta calidad que suman un total de 49.200 metros cuadrados, dijo la compañía.",Neutral
"El bróker comenzó con recomendaciones de ""peso igual"" a UPM-Kymmene, Stora Enso y Sappi, y con calificaciones de ""peso inferior al normal"" a Holmen y Norske Skog.",Neutral
La sección de negocios también incluye el informe de sostenibilidad de Ahlstrom.,Neutral
"El centro ofrece una amplia gama de servicios de diseño de dispositivos que abarcan desde electrónica, mecánica y diseño de software hasta una gama completa de servicios de laboratorio de pruebas.",Neutral
"La empresa tiene ventas de aproximadamente 35 millones de euros (44 millones de dólares) y ha sido responsable de las ventas y el marketing del negocio de productos químicos para papel de Lanxess, que Kemira compró por 88 millones de euros a principios de este año (CW, 11 de enero, pág. 22).",Neutral
La Comisión afirmó que el mercado de peróxido de hidrógeno y PBS alcanzó un valor de aproximadamente 470 millones de euros en el año 2000.,Neutral
"La empresa diseña y fabrica ropa de alta calidad, textiles para la decoración de interiores, bolsos y otros accesorios.",Neutral
"La empresa diseña, fabrica y comercializa prendas de vestir de alta calidad, textiles de decoración de interiores, bolsos y otros accesorios.",Neutral
La empresa ha proporcionado la infraestructura técnica que NAV utiliza para sus iniciativas de inteligencia empresarial y de almacenamiento de datos.,Neutral
La empresa está estudiando actualmente si el proyecto sería financieramente viable.,Neutral
"La compañía retira ahora la segunda parte, 7,2 millones de euros, del compromiso de inversión.",Neutral
La fortaleza de la empresa es su marca Apetit.,Positive
La empresa está estudiando la viabilidad de concentrar la mayor parte de su producción de carne procesada en las instalaciones de Vantaa y el procesamiento de carne fresca en las instalaciones de Forssa.,Neutral
La compañía dijo que los accionistas podrán votar sobre el acuerdo en una junta general extraordinaria programada para finales de este mes.,Neutral
La empresa está especializada en electrificación y calefacción temporal en obras de construcción.,Neutral
"El concurso fue recibido con gran entusiasmo por los empleados, continúa.",Positive
Las entregas comenzaron en abril de 2006 y finalizarán en 2007.,Neutral
El equipo alcanzará su dotación máxima prevista de diez personas en otoño de 2007.,Neutral
"La cooperación implicará que Arena Partners compre una participación del 35 % de la nueva empresa conjunta, que operará en los negocios de mercado de ventas de viviendas, vehículos y publicidad para el consumidor de Alma Media.",Neutral
El dividendo se pagará el 1 de febrero de 2010 a los accionistas registrados el 19 de enero de 2010.,Neutral
El efecto del ahorro se notará a partir de principios de 2010.,Positive
El efecto del ahorro se notará desde principios de 2010.,Neutral
El dividendo se pagará el 15 de abril de 2008 a cada uno de los accionistas que en la fecha de registro del 8 de abril de 2008 estén inscritos en la lista de accionistas que lleva el Depósito Central de Valores de Finlandia Ltd.,Neutral
"La entrega de extremo a extremo combina las competencias y servicios de las áreas de negocio Telecom & Media, Processing & Network y Digital Innovations de TietoEnators.",Neutral
"Para el tercer trimestre se han registrado gastos no recurrentes por valor de 0,7 millones de euros.",Neutral
Está previsto que la Junta General Extraordinaria se celebre a más tardar el 18 de febrero de 2011.,Neutral
"El evento se podrá seguir en línea a través de la página web finlandesa de Orion en www.orion.fi, así como a través del servicio web Kauppalehti Live en www.kauppalehti.fi/live.",Neutral
"La primera entrega de la serie de cine concluye con un perfil del inventor finlandés Olavi Linden, cuyo recorrido artístico personal y su trabajo en Fiskars le han valido decenas de premios de diseño.",Neutral
Se espera que la primera de las dos fases del proyecto concluya a finales de 2012.,Neutral
"El grupo también planea lanzar en 2009 el Atria Grand, Whitefield, un hotel de lujo de cinco estrellas de 270 habitaciones.",Neutral
"El grupo pretende trasladar sus almacenes y oficinas de Loudeac y Saint Marcel a Morvillars, al este del país, donde ya opera una unidad de fabricación y distribución de ganchos.",Neutral
"El teléfono también cuenta con una barra multimedia para acceder rápidamente a sus medios y aplicaciones favoritos, incluyendo música, fotos, YouTube u Ovi Share.",Neutral
"Target, con sede en Hayward, California, diseña calzado deportivo, informal y de vestir, así como botas y sandalias.",Neutral
"El Grupo posee y opera una flota de más de 800 dwt, mientras que la capacidad de contenedores es de 17.000 TEU, y administra una flota diversificada de su propio material rodante ferroviario de más de 17.000 unidades.",Neutral
Lo importante ahora es mantener los 15.000 clientes actuales del banco.,Neutral
El intercambio de editores en jefe es parte del objetivo del editor de mejorar la circulación de trabajos en todos los grupos de personal.,Neutral
"El edificio Innova 2 estará situado cerca del centro de la ciudad, en las inmediaciones de Paviljonki y del centro de viajes, y a poca distancia del corazón de la ciudad gracias al puente ferial.",Neutral
La empresa conjunta está planeando un calendario rápido para negociar el arrendamiento de las áreas potenciales para parques eólicos y para trazar la viabilidad de los mismos.,Neutral
Está previsto que la inversión en Kyroskoski finalice a finales de 2011 y la inversión en +ä+ñnekoski en la primavera de 2012.,Neutral
"El Grupo Lemminkainen, con sede en Helsinki, Finlandia, opera en todos los sectores de la industria de la construcción: ingeniería civil, contratación de edificios, servicios técnicos de construcción y la industria de materiales de construcción.",Neutral
"El Grupo Lemminkainen, con sede en Helsinki, Finlandia, opera en todos los sectores de la industria de la construcción: ingeniería civil, contratación de edificios, servicios técnicos de construcción e industria de materiales de construcción.",Neutral
"Los mercados de exportación más interesantes serán Rusia, los países bálticos y Escandinavia.",Neutral
"Los servicios de datos móviles más populares son el correo electrónico, la navegación por Internet, así como los servicios de noticias y del tiempo.",Neutral
"El Grupo Marubeni se centra en la creación de una “cadena de valor” desde upstream hasta downstream, abarcando una amplia variedad de campos comerciales, incluidos petróleo y gas, metales, recursos minerales, alimentos, pulpa y papel y productos químicos, entre otros.",Neutral
Las nuevas acciones B otorgan derecho a dividendos y otros derechos como accionista a partir de hoy.,Neutral
"El objetivo de la oficina de San Petersburgo es, en primer lugar, impulsar el negocio de mantenimiento de la empresa.",Neutral
El espacio de oficinas se elevará sobre la remodelada estación de metro de Cannon Street.,Neutral
"La inauguración oficial de la oficina, ubicada en Praga, se celebrará el 20 de mayo.",Neutral
"Sin embargo, la oportunidad estará disponible sólo para unos pocos empleados.",Neutral
El operador es uno de los seis operadores a los que se les ha concedido una licencia WiMAX en Taiwán y espera ser el primero en lanzar servicios comerciales a principios de 2009.,Neutral
"La solución de suministro y alimentación de esquisto bituminoso entregará esquisto bituminoso triturado a la refinería de petróleo de esquisto ya en funcionamiento, así como a la novedosa planta de procesamiento de petróleo de esquisto con tecnología Enefit-280.",Neutral
"El pedido incluye un marco de acero, estructuras de techo portantes y elementos de paredes divisorias, y Rautaruukki dijo que espera completar la instalación a principios de mayo del próximo año.",Neutral
El oxímetro de pulso Oxyview es un dispositivo común para verificar el nivel de saturación de oxígeno en sangre y la frecuencia del pulso del paciente.,Neutral
La planta utilizaría aceite de palma certificado por la Mesa Redonda sobre Aceite de Palma Sostenible (RSPO).,Neutral
El precio de la madera en troncos ha mejorado claramente desde 2009 y también ha subido el precio de la madera para pulpa.,Positive
El plegado del borde frontal del producto maximiza la resistencia a la intemperie y permite un acabado de techo sin uniones.,Neutral
"El programa incluyó mejoras operativas y reducciones de personal, principalmente en los Países Bajos.",Neutral
Se espera que el proyecto esté finalizado en 2009.,Neutral
"La razón de esto es el estatus de San Petersburgo como capital, dijo Chikunov, citado por uno de los participantes en la reunión.",Neutral
El informe continúa proporcionando perfiles detallados de diez empresas líderes europeas de productos químicos especializados y breves perfiles de otros actores importantes.,Neutral
"El operador del puerto, sin embargo, está a favor de mantener las tarifas portuarias en 2010, citando al propietario, el gobierno de Estonia, comprometiéndose al puerto a pagar EEK 400 millones (EUR 25,56 millones USD 36,44 millones) en dividendos al estado en 2009 y otros EEK 300 millones en 2010.",Neutral
"El gobierno ruso aportará el 20% de los fondos necesarios, dijo.",Neutral
"El informe describe 614 empresas, incluidos muchos actores clave y especializados a nivel mundial, como Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company y Van Group, Inc.",Neutral
"La venta permitirá a Campofrio centrarse en su recientemente anunciada adquisición de Groupe Smithfield Holdings, la unidad europea de Smithfield Foods Inc. (SFD) de la estadounidense Smithfield.",Neutral
"El informe describe 614 empresas, incluidos muchos actores clave y especializados a nivel mundial, como Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company y Van Group, Inc.",Neutral
El servidor es responsable de administrar los dispositivos y las cuentas de usuario y una aplicación cliente de escritorio permite el acceso remoto a los teléfonos móviles.,Neutral
El alcance del proyecto es encontrar el método más rentable para la eliminación de fósforo y entregar el equipo de almacenamiento y dosificación que pueda utilizarse en operación continua en las plantas.,Neutral
El servicio desarrollado por Digia facilita el trabajo y la dotación de recursos al personal sanitario durante las campañas de vacunación al tiempo que les proporciona herramientas de seguimiento y gestión.,Neutral
La participación en el capital social de los dos accionistas mencionados anteriormente se mantiene por debajo del 5%.,Neutral
Las acciones dan derecho a dividendos y otros derechos como accionista desde su registro en el Registro Mercantil de Finlandia.,Neutral
El astillero espera que el gobierno regional de Andalucía pueda ofrecerle algún tipo de apoyo financiero.,Neutral
"Las acciones se recomprarán mediante negociación pública, por lo que las acciones se recompran en forma distinta a la proporción de las tenencias de los accionistas.",Neutral
El centro comercial tendrá una ubicación privilegiada justo al lado de la estación de metro Myllypuro.,Positive
Las soluciones se utilizarán para actualizar las redes de un MSO ruso en 37 ciudades diferentes de Rusia.,Positive
"La familia de productos StoneGate fue diseñada para brindar todos los beneficios de un sistema de gestión unificado que incluye registro, informes y auditoría compartidos.",Neutral
"La filial será responsable de las ventas de filtros, el ensamblaje local de filtros y los servicios posventa en China.",Neutral
"La filial está instalando una instalación para fabricar placas de circuitos impresos o PCB de interconexión de alta densidad en la zona económica especial de Nokia en Sriperumbudur, cerca de Chennai.",Neutral
El acuerdo se realizará conforme al acuerdo anunciado el 26 de marzo de 2008.,Neutral
El número total de acciones de la compañía será de 585.236.987 Grupo Innofactor Innofactor ofrece a sus clientes soluciones integrales en el entorno Microsoft.,Neutral
El valor total del proyecto está valorado en 30.000 millones de coronas suecas (2.830 millones de euros y 3.810 millones de dólares estadounidenses).,Neutral
Se espera que la transacción se complete la próxima primavera.,Neutral
Los módulos de capacitación tienen como objetivo fortalecer las habilidades de contabilidad pública y cumplir con la gestión de proyectos comunales.,Positive
"Los camiones cuentan con un sistema Eco Drive, una herramienta de medición de combustible que almacena datos específicos de cada conductor.",Neutral
La industria de chapas y contrachapados en Suecia es bastante pequeña a pesar de los recursos de materia prima.,Neutral
La escritura y publicación de la historia de Lemmink+ñinen -¦ es una continuación de la colaboración anterior entre Antti Tuuri y la empresa.,Neutral
"Están en una carrera con Google para conseguir muchos usuarios para su servicio mientras las redes sociales crean nuevos modelos de negocios, dijo Martin Garner, un analista de CCS Insight con sede en Londres.",Neutral
Esta belleza es una versión actualizada de su tono Chichi Loop lanzado en 2001.,Neutral
"Estos productos incluyen productos de comunicaciones personales como teléfonos móviles y sus partes, productos de comunicaciones para el hogar como decodificadores y productos electrónicos para televisores de pantalla plana, así como productos de redes de comunicaciones como estaciones base, amplificadores de torre y sistemas de microondas.",Neutral
A través de esta transacción podemos participar en el desarrollo de la industria.,Positive
"Para comprobarlos o hacer una oferta estarán en el Showroom de Deka, Fortitude Valley.",Neutral
"De este modo, el balance del grupo contará con unos 25,8 millones de euros de fondo de comercio, añadió la compañía.",Neutral
El Grupo Ulefos es el proveedor líder de tapas de alcantarilla en los países nórdicos.,Neutral
Tracker G400 es un collar GPS para perros de caza que permite monitorear la posición y los movimientos del perro con una aplicación de mapas para teléfonos móviles.,Neutral
Uponor ha iniciado acciones para intentar recuperar el coste del programa de sustitución del proveedor de las abrazaderas así como de su compañía de seguros.,Neutral
"UPM-Kymmene es uno de los principales productores de papel de impresión del mundo, con producción en 15 países y una red de ventas que abarca más de 170 empresas.",Positive
Uponor mantiene sus previsiones para todo el año 2010.,Neutral
"La capital de Utah quería ser la próxima sede en Estados Unidos de Amer Sports Corp., una empresa de equipamientos de esquí.",Neutral
Nos complace invitarlo a unirse a la conferencia telefónica internacional de M-real a las 3:00 p.m. EET.,Neutral
""" Le damos una cálida bienvenida a Satama "" , afirmó Jussi Lansio , presidente del consejo de administración .",Positive
Comunicado de bolsa de Vaisala Oyj 26.03.2010 klo 09.00 1 ( 1 ) La Junta General Anual de Vaisala Oyj decidió el 25 de marzo de 2010 aprobar las cuentas anuales de la Compañía para 2009 .,Neutral
"Las mejoras incluyen una cámara de cinco megapíxeles, control de voz y lo que parece ser un mouse óptico en lugar de un D-pad: una mejora que el S60 necesita desde hace tiempo.",Positive
¿Qué le gustaría que cambiara en el próximo intento de Nokia?,Neutral
Veracel está preparando un recurso de apelación sobre el asunto y ha pedido al tribunal que aclare la sentencia.,Neutral
"Cuando esté terminada, la Torre de Vigilancia de 120 metros será el edificio más alto de Irlanda.",Neutral
"Viking pagará 130 millones de euros por el nuevo barco, cuya construcción estará terminada en enero de 2008.",Neutral
¡Serás bienvenido!,Neutral
"Con los servicios de conectividad de Basware, las empresas obtienen visibilidad de un registro de auditoría que se puede rastrear desde el pedido hasta la entrega de las mercancías y la factura.",Neutral
"Tikkurila tiene una estrategia de crecimiento interesante, que apoyamos.",Neutral
Aprobación por parte de los accionistas de Cencorp de conformidad con la legislación finlandesa.,Neutral
"Diseñada por Patricia Burt, esta es sólo una de una selección de distintivas alfombras con ganchos creadas con materiales reciclados y teñidos con tintes naturales.",Neutral
«La inversión en Matka-Vekka ha sido razonable para los inversores en fondos de CapMan».,Neutral
"ASSA ABLOY Kaupthing Bank dio una recomendación ""neutral"" y un precio objetivo de acción de 174 coronas (24,7 dólares - 19 euros) para el fabricante de cerraduras sueco Assa Abloy AB.",Neutral
"«Ruukki tiene experiencia en construcción logística, competencia en gestión de proyectos y también tiene las mejores referencias en términos de producción e instalación de estructuras de acero», afirma Onodi Stefan, director general de Arxikon Construction Company SRL, cliente de Ruukki.",Positive
"""Como parte de la promesa comercial de Eseries, el Nokia E50 ha sido equipado con una variedad de soluciones de correo electrónico en un paquete pequeño y estilizado"", dijo Dave Grannan, gerente general de Soluciones Empresariales de Nokia.",Neutral
«Doy una cálida bienvenida a Michael Frei a Outotec.,Positive
"""Nokia sólo está interesada en llevar a Nokia al mercado"".",Neutral
«Nuestro objetivo es comprender los diferentes patrones de tráfico en función del uso de cada edificio».,Neutral
«Nuestro enfoque se centra en utilizar únicamente materias primas que se produzcan de acuerdo con los principios del desarrollo sostenible».,Neutral
«Nuestro servicio Vaalipalvelu fue desarrollado especialmente para su uso por comunidades y organizaciones».,Neutral
"``A medida que maduran las defensas, los atacantes desarrollan troyanos que están equipados con filtros de contenido para detectar la actividad bancaria en línea y capturar detalles de cuentas utilizando métodos como captura de formularios, capturas de pantalla, capturas de video, registro de teclas e inyección de campos de formulario.",Neutral
«Rapala está entusiasmado de asociarse con RBFF y otros líderes de la industria en esta promoción navideña».,Neutral
«Las adquisiciones pequeñas y bien dirigidas han jugado un papel importante en la ejecución de la estrategia de Satama en los últimos años».,Neutral
""" Las tendencias en redes sociales y servicios basados en la ubicación representan una parte importante del tráfico de Internet hoy en día y resultan atractivas para los usuarios de MID.",Neutral
« El CHF es un gran producto .,Positive
"""La adquisición de Sampo Bank tiene sentido estratégico para DB"", dice Lindsey Liddell, director del Grupo de Instituciones Financieras de Fitch Ratings.",Positive
"""La flexibilidad es un pequeño precio a pagar por los prestamistas satisfechos"".",Neutral
"""El bono reunió suscripciones de unos 400 inversores y el monto emitido puede considerarse sustancial teniendo en cuenta el principal grupo objetivo: los inversores minoristas"", dijo el director financiero de Citycon, Eero Sihvonen.",Neutral
« Tom Doring tiene una larga y exitosa carrera en el negocio de las unidades y conoce el mercado estadounidense.,Neutral
"""El procesador Intel Atom ha tenido un éxito tremendo en el mercado desde su lanzamiento hace más de dos años"", dijo Pankaj Kedia, director de programas de ecosistema global del Ultra Mobility Group de Intel Corp.",Positive
"""Tenemos una experiencia significativa en la funcionalidad de los teléfonos inteligentes, en el desarrollo de servicios de Internet móvil y en unir ambos en una experiencia de usuario fluida"".",Positive
«Con esta nueva versión es muy importante para nosotros introducir un proceso BIM que se basa en el modelo de información de construcción detallado.,Neutral
18:30 Cena El programa de la conferencia también se podrá ver como transmisión de audio en vivo a través de las páginas de Internet www.citycon.com .,Neutral
"Los suscriptores de datos 3G también están ayudando a mantener estos niveles de crecimiento, ya que las suscripciones de sólo datos impulsan la propiedad de más tarjetas SIM múltiples.",Neutral
UN CORTE SUPERIOR Traiga el aire libre al interior con estos posavasos hechos de ramas de abedul.,Neutral
6 de octubre de 2010 - La empresa finlandesa de pinturas y revestimientos Tikkurila Oyj HEL: TIK1V anunció hoy el lanzamiento del método Tikkurila ProHouse para la protección de superficies de madera mediante el tratamiento con productos a base de agua Ultra Pro.,Neutral
"Puede encontrar una hoja de instrucciones descargable, un video instructivo e ideas de proyectos para el galardonado sistema de ventanas Everywhere Punch TM en www.fiskars.com.",Neutral
Una nueva variedad Kveyt light de Suomalainen Pekoni comercializada bajo la marca Atria ya está disponible para los consumidores en Finlandia.,Positive
Una empresa de FONTANERÍA ha anunciado que patrocinará a un jugador profesional de dardos.,Neutral
Está claro que está en marcha un reajuste de intereses en el sector.,Positive
"A. Le Coq Special fue desarrollado con motivo del bicentenario de la empresa y de la marca, indicó la cervecera.",Neutral
Se estima que en 2011 estarán disponibles en el mercado hasta 170 tablets y dispositivos de lectura distintos.,Neutral
"La constructora finlandesa YIT Corporation planea construir alrededor de 200 casas de vacaciones de alta calidad cerca de la estación de esquí y spa de Tahko, en Finlandia.",Positive
"Después de la prueba piloto, el instrumento se seguirá perfeccionando según la experiencia adquirida.",Neutral
"Y cuando ha levantado el velo sobre los distintos tipos de clientes para los que diseña sus teléfonos, el resultado es un estereotipo social llevado a la categoría de arte.",Neutral
"Otra cosa destacable es que la búsqueda de las marcas Tata y Airtel estaba relacionada en su mayoría con ""conexiones de banda ancha"".",Neutral
"Como efecto global de las medidas mencionadas anteriormente, Glaston reconocerá gastos no recurrentes de 12 millones de euros en el cuarto trimestre de 2008.",Neutral
Aspo también ha investigado las oportunidades de venta del negocio de electrónica de Kaukomarkkinat.,Neutral
"En una conferencia de prensa, el presidente de la junta directiva de Lattelecom, Nils Melngailis, explicó que Blackstone había sido elegido por su experiencia en el sector de TI, así como por su solidez financiera.",Positive
"Al inicio del período de suscripción el 2 de mayo de 2006, el precio de suscripción de acciones con derecho de opción B es de 10,22 EUR por acción.",Neutral
"Tras negociaciones con el personal, alrededor del 20% ha manifestado su disposición a trasladarse a la nueva ubicación.",Neutral
"En aquel entonces, el antiguo propietario de Tikkurila, la empresa química finlandesa Kemira Oyj HEL: KRA1V, distribuyó una participación del 86 % a los accionistas de Kemira para facilitar la desinversión y la cotización de Tikkurila.",Neutral
BG Crane tiene una sólida base de clientes en el sector de manipulación de carga en carretera y en negocios de instalación y servicios relacionados.,Neutral
Tanto el señor Walden como el señor Ignatius serán responsables también de los resultados comerciales del periódico.,Neutral
Capitex Kalmar seguirá siendo responsable del mantenimiento y el desarrollo técnico de los servicios.,Neutral
La estrategia de Cathay Forest es desarrollar activos forestales sostenibles y regenerativos.,Neutral
Los cambios en los modelos tal como fueron construidos a partir del diseño se comunicaron a los subcontratistas para incorporarlos al proceso de fabricación de acero y hormigón reforzado con vidrio GRC.,Neutral
"Los cargadores fabricados bajo la nueva plataforma son adecuados para teléfonos móviles, navegadores, cámaras digitales, auriculares Bluetooth, reproductores multimedia y otros dispositivos electrónicos.",Neutral
"com, y estamos constantemente planeando nuevas formas de servir a nuestros clientes en línea de una manera más integral”, dice Matti Leminen, Presidente de Anttila Oy.",Positive
